tracker_id,class_id,x_min,y_min,x_max,y_max
0,0,502.8706,376.09756,517.4817,392.83334
1,0,263.23288,123.276886,279.38217,139.52014
2,0,518.7146,51.54596,540.6294,71.843765
3,0,589.21063,273.31073,604.64215,289.41376
4,0,124.903534,385.16907,148.15427,408.03003
5,0,364.3203,367.50598,382.86206,385.25964
6,0,0.0,205.4837,7.4238234,219.04074
7,0,37.81881,282.4784,57.182564,302.09674
8,0,586.3788,272.41223,605.1018,292.14984
9,0,372.21713,28.744354,386.96945,45.77211
0,0,501.68933,378.42734,517.33154,395.1248
1,0,263.23718,123.32106,279.33716,139.5223
2,0,518.734,51.50303,540.464,71.765114
3,0,589.1765,273.26654,604.6011,289.2746
4,0,121.233826,380.8246,142.44525,400.5
6,0,0.0,205.55896,7.4273195,218.99136
5,0,364.34338,367.28772,382.87097,384.99036
7,0,38.085083,282.92618,57.022278,301.48398
8,0,586.41296,272.34387,605.05994,292.04102
9,0,372.25696,28.758842,386.91107,45.733284
2,0,518.885,51.003304,540.60693,71.22355
1,0,263.27258,123.57986,279.7068,139.74771
3,0,588.9752,273.39368,604.70667,290.31995
6,0,0.0,205.31787,7.094573,218.40521
5,0,364.10815,367.69946,383.2428,385.67242
7,0,38.14868,282.34824,57.14592,301.61935
9,0,372.04413,28.639832,386.71344,44.98169
10,0,456.57108,356.406,475.775,375.52356
3,0,588.9381,273.27777,604.59265,290.24786
2,0,517.9022,50.8216,540.43787,70.900154
11,0,84.79617,323.4541,104.466736,343.7052
1,0,262.25824,123.17245,280.21564,140.33633
6,0,0.0,205.7201,6.9907503,218.63629
7,0,37.941452,282.37982,56.932022,302.39056
5,0,363.94452,366.845,383.2387,385.77713
10,0,460.13654,354.02826,475.79028,371.8316
2,0,518.7676,51.02356,540.64136,71.03964
3,0,588.9508,273.26886,604.6349,290.21094
1,0,262.33154,123.31642,280.36627,140.18803
11,0,86.18321,318.54224,106.2231,340.25348
5,0,363.61856,366.53296,383.54752,386.01404
7,0,37.811707,282.83795,56.91057,302.6646
6,0,0.0,205.41272,8.316862,218.73712
9,0,371.59827,28.245872,386.7798,45.482193
10,0,461.38416,352.24368,477.69202,368.629
2,0,520.22375,51.36567,540.6456,71.01281
11,0,92.87498,318.39258,110.9197,337.44714
3,0,588.9724,273.17126,604.6078,290.1488
1,0,262.21655,122.993286,280.51666,140.38992
12,0,458.39026,350.33145,478.47375,370.7595
6,0,0.0,205.61658,7.8920555,218.55017
5,0,364.23376,366.94818,383.45667,385.92804
7,0,37.811577,282.66705,56.469902,302.37213
8,0,586.39734,272.12216,605.07825,292.55637
12,0,458.95074,350.52344,477.04572,369.16998
11,0,92.89232,316.7707,111.58284,335.8849
2,0,520.00024,51.42549,540.9037,70.61603
3,0,588.999,273.33246,604.5747,290.36475
1,0,261.76392,123.07945,281.0387,141.53563
5,0,364.3236,366.75415,383.4939,385.96863
6,0,0.0,205.5647,7.9773145,218.64282
7,0,37.74884,282.5899,56.870712,302.4997
9,0,371.56772,28.535643,386.65427,45.85318
12,0,456.35492,349.60733,474.2066,368.86612
2,0,520.15405,51.424904,540.95337,70.43385
3,0,588.6873,273.07483,604.7343,290.57312
11,0,89.826065,313.3831,107.714645,333.29404
1,0,262.04922,123.18123,280.54184,140.79692
5,0,364.37726,366.4714,383.49347,385.4443
7,0,37.623314,282.4266,56.944862,302.82352
6,0,0.0,205.43967,8.160971,218.86957
12,0,457.94263,347.989,474.2583,366.12543
2,0,519.92804,51.59076,540.68134,70.452835
3,0,588.7235,272.97516,604.6671,290.31403
11,0,89.53436,309.66458,107.52939,328.3425
1,0,261.9757,123.16788,279.85046,140.27258
5,0,364.1554,366.56033,383.8003,385.49503
6,0,0.0,205.39795,8.1331625,218.83875
7,0,37.537136,282.2442,56.93784,302.65668
9,0,371.94397,27.792625,386.72375,45.060448
10,0,460.54944,346.13525,476.0785,362.90106
2,0,520.8855,51.93335,540.1218,69.44017
3,0,588.8381,273.14532,604.67975,290.02936
11,0,94.08626,308.24957,116.12335,328.6042
1,0,262.05865,122.89791,280.62714,141.06216
12,0,458.0434,344.87207,477.5658,364.6974
6,0,0.0,205.38896,8.42815,219.0677
5,0,364.22217,366.5993,383.474,385.5396
7,0,37.934708,283.38828,56.71524,302.81332
10,0,458.31964,345.30133,474.82892,360.3224
11,0,99.751945,308.61905,118.59141,328.78177
3,0,588.905,273.35257,604.58594,290.22714
2,0,521.55286,51.462875,540.35266,69.51865
1,0,262.0412,122.7145,280.70258,140.77945
12,0,456.96594,344.2508,476.58496,365.85474
6,0,0.0,205.41312,8.459761,219.12125
5,0,364.09677,366.3852,383.54434,385.68976
7,0,38.047485,283.40265,56.53398,303.1623
12,0,454.94208,343.3272,472.2763,360.63617
11,0,97.51117,305.39243,118.1615,325.6478
13,0,541.98096,0.0,555.7124,10.0544815
