tracker_id,class_id,x_min,y_min,x_max,y_max
0,0,612.41113,51.06169,625.6985,65.16264
1,0,47.347725,292.56952,63.683144,310.6645
2,0,415.09503,74.303856,427.53412,88.39109
3,0,211.40631,442.7785,224.58496,459.01093
4,0,159.50784,236.5751,174.2579,251.74222
5,0,252.0282,261.98486,269.4214,283.6134
6,0,245.4148,212.49762,259.8728,228.36835
7,0,11.284851,142.81206,30.144596,160.72618
8,0,432.4361,56.28222,448.7802,73.20861
9,0,70.14908,115.009094,83.33925,130.99266
10,0,373.05383,215.00186,387.19617,229.06863
11,0,275.14603,6.3626347,287.63632,20.40962
12,0,621.208,90.702446,634.9685,106.27151
13,0,95.4164,177.5856,111.13606,194.46515
14,0,75.544,145.5069,90.61869,161.79199
15,0,398.90436,137.31088,415.31866,154.629
16,0,334.18057,261.62473,349.34305,282.74753
17,0,309.6023,304.97955,325.8153,321.86237
18,0,330.51736,67.04616,344.52,83.6994
19,0,302.76505,141.50652,320.46017,158.61159
20,0,541.58496,349.23657,558.2202,367.5608
21,0,270.77332,113.29602,283.79956,127.1342
22,0,125.27789,412.69363,144.76306,433.4144
23,0,206.14392,201.66318,224.4718,221.37851
24,0,209.8833,442.6506,225.94183,462.40958
25,0,249.87097,156.85788,261.2979,170.14334
26,0,582.0841,127.00964,598.2566,144.50989
27,0,190.59969,432.50357,209.14824,449.45193
28,0,554.9441,100.252365,568.08203,116.56056
29,0,328.90393,66.46669,347.07605,86.56029
30,0,365.02026,324.3238,381.39465,344.35638
31,0,508.59805,360.7993,526.23914,379.18124
32,0,267.29633,73.20502,285.4029,89.41907
33,0,248.79033,90.86755,263.90753,107.66077
34,0,109.16844,202.16486,126.241196,218.94214
35,0,273.86264,5.5602894,289.29642,22.710691
36,0,291.31134,2.2237682,304.14185,18.603254
37,0,563.89813,241.06573,579.143,257.7015
38,0,535.5425,9.310375,550.0857,24.227497
39,0,410.71088,401.59784,428.8863,420.61298
40,0,397.245,399.98627,418.11072,418.71454
41,0,226.81973,376.2766,245.92252,394.83582
42,0,241.32745,201.37546,260.34216,228.47708
43,0,257.99973,143.51178,271.6298,159.719
44,0,350.19946,227.15082,368.83752,245.40948
45,0,480.98376,159.16345,496.63275,176.02704
46,0,551.9138,25.832136,567.67505,42.5598
47,0,119.95982,410.30203,144.12706,434.3492
48,0,371.66382,214.16956,389.43982,231.12042
