tracker_id,class_id,x_min,y_min,x_max,y_max
0,0,237.26266,107.61308,256.46094,126.34587
1,0,291.51782,140.44261,309.89343,160.22606
2,0,336.87042,172.92145,356.65094,192.59308
3,0,382.40744,184.11722,403.7062,206.77563
4,0,397.1986,245.24887,418.09094,267.66995
5,0,432.28314,49.053757,451.4616,69.51204
6,0,611.17883,86.91547,629.66516,105.5564
7,0,202.35904,240.97424,224.75336,262.7911
8,0,295.68375,276.14316,314.23166,295.74435
9,0,229.28305,240.13495,245.18564,257.35138
0,0,237.33478,107.68361,256.56927,126.245636
2,0,338.7821,174.40294,357.21362,193.11275
1,0,291.6408,140.85585,309.98065,160.20506
3,0,382.83154,184.65396,402.62415,206.27316
6,0,612.0359,87.498856,628.7744,105.65343
4,0,396.5722,244.91063,418.22772,267.59802
5,0,431.25232,48.619118,450.50732,68.90218
7,0,202.34045,241.66684,224.86041,262.94363
8,0,294.59296,276.07617,314.82892,295.97058
9,0,230.12277,240.44983,245.14377,257.61377
1,0,291.40646,141.32657,308.18887,158.39993
5,0,431.14374,41.611183,449.0683,58.678535
0,0,236.38231,106.5531,255.45955,125.54346
9,0,228.93872,241.42825,243.17786,257.17108
6,0,603.8855,86.97253,621.1172,104.593605
3,0,380.2113,188.63254,397.95715,208.81973
8,0,292.70508,279.4568,309.8772,297.05273
7,0,204.4891,236.10977,224.68857,257.64737
0,0,236.53644,106.509476,255.20673,125.383255
5,0,432.60327,39.898117,449.85327,57.774292
1,0,290.9951,140.96054,308.06766,158.47192
10,0,52.038017,349.47015,71.781425,369.3968
6,0,602.52136,85.72633,620.6488,104.7879
11,0,461.20926,0.0,476.79086,10.572198
12,0,199.8793,239.45468,214.41751,258.24152
9,0,229.42377,240.57825,243.10577,257.08728
3,0,379.688,188.08386,397.92322,208.55972
13,0,266.26807,271.9129,285.17834,290.88385
14,0,121.24228,395.87933,141.66351,416.6231
8,0,292.32843,278.46356,310.4074,297.01776
7,0,201.95145,236.47064,218.09085,257.57547
15,0,368.95978,185.40445,385.96686,207.02975
16,0,210.48396,233.25043,227.62971,249.59753
17,0,370.9143,184.96819,397.68408,208.1769
18,0,459.96304,0.0,478.42984,14.2754755
19,0,288.88336,137.80481,309.33044,158.74866
5,0,434.90475,40.63687,449.92892,57.210205
0,0,236.42873,106.71492,255.20665,125.400925
13,0,266.71906,272.0723,284.1314,290.13333
12,0,199.57724,240.59683,214.15518,258.84885
6,0,602.3704,85.695145,620.35016,104.87062
1,0,291.26547,141.03088,308.10068,158.74054
11,0,461.33466,0.0,476.51923,9.424486
10,0,51.733093,349.84625,71.94144,369.57733
3,0,374.76544,186.36697,397.74335,208.3663
9,0,229.26129,240.02103,243.18607,256.99503
14,0,121.06242,395.1339,142.05928,415.8601
8,0,292.2573,278.10382,310.2424,296.6623
16,0,212.86273,234.17218,228.8277,249.56927
17,0,370.05475,185.38591,393.77887,208.25734
20,0,502.7762,438.47287,524.7113,462.36276
18,0,459.96478,0.0,477.9677,14.568592
5,0,435.29004,39.930862,450.9419,56.738068
0,0,236.50842,106.87814,255.01605,125.52649
13,0,267.1446,272.28287,283.88873,290.06125
1,0,291.3355,141.14745,307.98206,158.3863
3,0,373.17804,186.39038,397.08746,208.50189
6,0,602.2505,86.01048,619.974,105.11424
9,0,230.0163,240.53299,242.98004,256.90466
12,0,199.76512,240.04855,214.8311,258.88647
10,0,51.574905,350.16553,70.872536,369.58496
11,0,460.9891,0.0,476.48923,9.755768
8,0,292.2456,278.3366,310.56647,296.40216
14,0,122.77158,394.24658,141.3198,413.83655
16,0,214.03601,234.40561,230.33868,250.1864
21,0,433.7527,37.37683,453.73425,58.723755
22,0,265.8097,271.4253,285.20398,293.49396
23,0,216.38605,234.45206,234.87518,255.9238
20,0,502.63434,438.3935,524.70844,462.2326
18,0,459.82077,0.0,477.8622,14.155569
5,0,437.25842,41.30773,453.3766,58.453316
0,0,236.52751,106.912384,254.94762,125.63034
3,0,374.45074,187.65768,396.8559,208.85837
1,0,291.752,141.29013,307.87836,157.59329
6,0,602.7047,87.2708,619.4989,105.24022
13,0,266.74316,271.4758,283.71704,289.61722
10,0,51.922997,350.2586,71.29804,369.398
14,0,121.715195,393.69635,141.1869,412.5296
12,0,199.37552,239.46497,214.45471,258.21252
9,0,230.05972,239.69092,242.9208,257.1347
21,0,433.90906,40.39503,454.32507,60.475407
8,0,291.80203,277.73322,310.90768,296.0954
16,0,213.69145,234.0086,231.08934,251.1065
23,0,213.24048,233.88449,234.92194,256.10312
22,0,265.41113,270.31976,285.43823,292.35065
20,0,502.56525,438.162,524.74884,461.87903
3,0,375.44055,188.35591,397.34814,209.2744
0,0,236.50546,106.87306,255.05966,125.96648
21,0,438.2705,42.97667,455.49158,61.823166
1,0,291.65656,141.14293,307.9593,157.87456
13,0,265.54938,270.47653,283.72833,289.202
6,0,602.65094,88.46682,619.4211,105.52975
10,0,52.618286,350.4191,72.09927,368.83945
14,0,121.028145,393.9867,140.24872,414.44537
8,0,291.36026,277.7176,310.72452,295.93054
9,0,229.74712,239.41238,243.02907,257.20084
12,0,199.60281,238.95966,215.12595,258.69165
5,0,433.04736,41.782806,455.53796,63.430115
16,0,213.53764,233.76834,231.49156,251.7583
23,0,213.51993,233.6926,235.27591,256.34375
20,0,502.74774,438.2495,524.41693,461.5318
3,0,375.7674,188.5824,397.1917,209.3002
21,0,437.23346,45.057487,456.09833,63.93946
0,0,236.52489,106.57881,255.42384,125.692154
1,0,291.28983,140.82889,307.74637,157.57474
6,0,602.43005,88.51926,619.36194,105.39447
13,0,264.77332,270.07242,284.33777,288.67184
10,0,53.234962,349.5968,73.57736,369.38397
9,0,229.58273,239.33505,243.69284,257.33768
8,0,291.3631,276.9925,310.57513,295.57294
16,0,213.1109,233.51804,231.62274,250.91513
12,0,199.2696,239.08057,215.28398,259.11948
24,0,608.2367,425.1439,624.77747,441.00504
20,0,502.77295,438.5899,524.79504,462.3504
14,0,118.194664,394.1398,141.44876,417.06308
25,0,601.2343,87.60022,620.4296,109.6127
19,0,290.27878,139.7023,309.82346,160.17563
23,0,214.45496,233.39566,237.86084,256.76492
26,0,208.23651,232.79666,232.28937,255.80606
0,0,236.58453,106.61322,255.21552,125.680115
3,0,375.03345,188.50485,396.93616,209.72165
