tracker_id,class_id,x_min,y_min,x_max,y_max
0,0,4.348797,118.51424,22.273115,138.62523
1,0,485.94672,145.54028,506.4765,166.66888
2,0,28.142849,251.52478,49.713924,272.92157
3,0,103.48703,363.43286,124.15292,384.81067
4,0,81.397095,360.0358,98.43326,378.95908
5,0,504.79666,301.5511,523.9209,322.8191
6,0,91.086,52.267456,110.77286,72.512726
7,0,627.7839,209.5433,639.98444,227.44473
8,0,601.1188,424.48407,619.1532,444.52594
9,0,604.698,418.99548,628.72766,442.89343
10,0,603.3064,422.34274,624.89575,444.12198
11,0,631.01965,210.28143,639.9938,230.54382
12,0,627.449,136.49854,640.0,156.5951
13,0,150.85474,424.50732,166.3118,441.5161
14,0,609.5507,417.02856,632.7287,438.5868
5,0,506.01358,301.09888,526.4415,322.07043
3,0,107.50534,364.60968,124.196655,383.97913
12,0,629.4804,137.5896,640.0,157.24634
10,0,604.54816,422.60764,624.9576,443.14023
11,0,632.42816,215.67097,640.0,229.99315
14,0,610.4585,415.28296,635.7356,437.90344
13,0,150.91174,423.42865,167.29938,441.22943
15,0,6.739566,182.34775,27.131786,203.43344
16,0,417.38565,4.3793793,434.69272,23.36074
17,0,58.881947,235.4784,80.443954,256.29797
5,0,505.65085,301.04822,526.5332,322.10535
3,0,107.25534,364.0068,124.80725,383.32047
18,0,471.01355,113.99654,493.99866,136.38889
19,0,127.523834,386.95328,144.00333,406.03696
12,0,630.1985,137.74469,640.0,156.8457
20,0,119.42832,14.627121,143.6832,37.73374
10,0,604.2793,422.92767,625.0432,443.52643
21,0,626.3571,136.9632,640.0,157.38422
14,0,606.5945,415.4616,635.4895,439.70874
13,0,151.05429,423.3006,167.3724,440.59906
15,0,2.2851543,182.17572,21.010069,202.0633
17,0,60.014557,235.72925,80.70108,256.21338
18,0,469.3824,113.34244,492.84296,136.0177
3,0,107.56007,364.3815,125.71999,383.96823
5,0,505.91187,301.12903,526.3087,322.24707
19,0,126.388885,385.80664,147.315,406.8794
12,0,630.0626,137.52817,640.0,156.73251
16,0,416.99323,0.22456741,439.14703,22.730629
10,0,604.7064,423.22446,625.7897,443.87314
22,0,81.22366,325.17984,105.697754,346.7399
14,0,605.75085,416.18365,634.8197,441.07306
21,0,626.2373,136.77513,640.0,157.19612
17,0,61.418427,233.81093,81.0578,253.95921
18,0,467.77356,113.56583,490.76465,136.50558
3,0,106.846214,364.17264,126.06617,384.6771
5,0,505.31296,300.98602,526.61816,321.86688
19,0,128.84961,382.78622,148.97217,404.22134
20,0,125.441055,12.177788,145.9612,31.86818
16,0,419.6311,0.05400467,441.6468,20.16742
12,0,631.1687,137.52696,640.0,156.49101
15,0,0.0,181.8829,15.4414015,200.93564
9,0,604.6,420.40714,629.5819,443.9188
14,0,604.6886,415.57208,634.245,441.60907
22,0,81.13121,325.07526,106.543304,347.31586
21,0,626.1809,136.37994,640.0,157.49133
10,0,601.7866,422.08047,625.5122,444.3151
17,0,62.00823,232.93471,81.62962,251.87581
5,0,505.3905,300.99066,526.6384,321.92914
16,0,420.18842,0.0,443.04712,18.027925
18,0,467.58344,112.32486,492.175,136.22372
19,0,130.80768,381.6784,150.44647,402.52277
12,0,630.98663,137.53912,640.0,156.80463
3,0,106.77165,364.5002,125.67064,384.3826
20,0,125.37192,8.051832,144.21716,26.448587
10,0,604.5131,422.81866,625.7231,443.59015
