tracker_id,class_id,x_min,y_min,x_max,y_max
0,0,12.208187,340.6077,27.118488,357.95236
1,0,552.2847,282.81485,566.4421,298.20084
2,0,314.8581,176.1755,328.8523,191.29785
3,0,370.2655,224.5528,384.4933,239.12665
4,0,117.36911,397.13617,132.04315,412.18268
5,0,294.50604,41.989227,307.43475,57.227615
6,0,348.78918,97.03052,363.52234,112.57266
7,0,144.27434,270.15866,160.36913,288.33926
8,0,535.7143,395.60373,548.4804,410.09726
9,0,258.51633,364.43243,276.03647,382.21368
10,0,626.79944,362.02832,639.7516,374.5003
11,0,527.6211,454.7071,543.9197,471.5512
12,0,169.33588,190.98552,183.57874,204.93669
13,0,173.3508,96.8376,189.37796,113.13422
14,0,196.14757,138.10707,209.95818,154.25581
15,0,460.18616,407.29382,473.58997,422.49854
16,0,77.771225,84.34975,92.93298,99.81474
17,0,46.077587,379.9607,60.322826,394.66174
18,0,446.78125,300.48227,461.26624,315.1691
19,0,454.6926,56.692284,468.08707,69.46758
20,0,548.8251,186.8424,564.1332,205.33908
21,0,485.5155,23.274769,500.88965,37.992737
22,0,192.26007,36.62201,206.38303,51.831863
23,0,115.23187,42.519386,128.3451,57.79017
24,0,4.337315,92.9487,17.429634,110.87622
25,0,521.8406,200.66475,536.0924,215.19774
26,0,368.63364,49.62667,381.79898,66.09173
27,0,460.42673,454.54938,476.33304,471.76697
28,0,405.38043,260.99542,421.31036,279.1269
29,0,425.67267,57.00466,439.4594,70.51489
30,0,422.8443,88.187515,437.622,103.25484
31,0,533.10315,327.52057,547.2294,341.9475
32,0,148.23297,397.38403,164.12573,416.25452
33,0,536.9568,97.60556,556.1492,118.01138
34,0,540.089,349.34973,553.8551,365.64716
35,0,9.577313,89.231,22.78387,105.985855
36,0,190.35727,157.04875,203.25931,171.85066
37,0,19.957874,466.63208,33.651894,479.93872
38,0,433.4593,449.73804,448.79456,464.24475
39,0,366.16162,409.24005,384.5619,425.84332
40,0,377.32123,91.71445,391.16693,108.87712
41,0,1.4748416,93.4677,16.105108,111.56166
42,0,304.1989,407.39,321.42657,424.2074
43,0,46.02214,379.53018,62.935074,397.8065
44,0,356.232,43.14936,370.476,56.78936
45,0,113.69345,397.04102,131.26694,415.45044
46,0,551.07764,282.04517,567.4087,301.4225
47,0,529.92755,324.82895,547.3914,342.4827
48,0,317.58472,334.02133,339.7234,354.51724
49,0,290.47174,40.730682,307.79047,58.54239
50,0,116.73195,396.3092,133.75032,415.1507
51,0,192.0571,137.23508,210.3566,165.12631
52,0,445.7743,299.37012,462.7246,317.9165
53,0,620.5043,407.97736,637.4523,425.19336
54,0,457.8686,452.49084,477.96283,474.0901
55,0,552.4197,356.93726,560.0867,370.18665
56,0,124.90767,316.99725,138.60237,333.42487
0,0,12.231794,340.60675,27.092707,357.8382
5,0,294.42792,42.601006,307.23596,58.98017
4,0,117.42377,397.17978,132.01897,412.07663
2,0,314.85754,176.17107,328.8994,191.26585
3,0,370.258,224.56485,384.48138,239.10489
8,0,535.90125,395.86285,548.354,409.90802
30,0,423.8024,88.0607,436.50284,102.95012
7,0,144.3446,270.214,160.31174,288.27637
12,0,169.35056,190.98781,183.57083,204.91243
6,0,348.69458,96.51805,363.70715,112.44292
23,0,115.408005,42.561836,128.47624,58.154053
10,0,626.70166,361.80255,639.8396,374.70538
1,0,554.30817,282.7862,567.89667,298.18353
18,0,446.9289,300.48676,461.12775,315.08087
11,0,527.7838,454.79443,543.8091,471.39453
17,0,46.16144,379.99158,60.246334,394.58673
13,0,173.35388,96.829666,189.35703,113.09822
19,0,454.48022,55.932037,468.27405,68.79094
22,0,192.251,36.619278,206.366,51.83387
15,0,460.4173,407.02652,473.29327,422.33566
16,0,77.76513,84.345184,92.9419,99.81566
14,0,196.2229,138.07266,210.09442,154.21518
20,0,548.8223,186.87222,564.1326,205.32242
21,0,485.56293,23.351002,500.80377,37.905636
24,0,4.460682,92.42835,17.890995,110.58286
27,0,461.30896,454.4585,477.89594,471.72913
25,0,521.7792,200.69806,536.0676,215.23102
28,0,405.38916,260.97464,421.29663,279.129
29,0,425.62985,56.73134,439.6486,70.62915
47,0,529.55646,332.77228,543.0975,347.138
26,0,368.58496,49.553566,381.81238,66.122154
9,0,259.61804,363.7887,273.9536,379.6477
41,0,3.4417605,94.4995,15.758503,111.629745
32,0,148.2281,397.46362,163.99944,416.04346
33,0,536.82635,97.82105,555.94965,118.09629
34,0,540.26196,349.79468,554.1929,365.219
35,0,9.270466,89.03549,22.440449,105.72525
37,0,20.043667,466.67725,33.64368,479.89404
36,0,190.35321,157.06258,203.25449,171.85844
42,0,304.66266,408.23804,321.1469,423.9184
38,0,431.8791,449.92398,448.37897,466.54495
39,0,366.28497,409.4111,384.4483,425.6918
40,0,377.29938,91.49719,391.28217,109.01645
56,0,126.79068,312.5329,139.41891,327.7343
43,0,46.13282,379.5729,62.829674,397.76584
44,0,356.2841,43.08557,370.44016,56.84546
45,0,113.7337,397.1493,130.867,415.26074
48,0,317.5432,333.99408,339.6731,354.34485
50,0,116.8537,396.3119,133.74295,415.0769
55,0,552.6186,356.7848,560.40155,369.67017
53,0,620.6834,408.07968,637.1751,425.02713
46,0,552.60596,282.09106,568.79517,301.36218
52,0,445.9191,299.39062,462.6572,317.75732
51,0,192.02246,137.24438,210.52936,166.03137
49,0,290.48352,41.151413,307.43408,60.179214
54,0,457.83783,452.6872,478.64594,474.37885
0,0,12.283543,340.5792,27.068764,357.6575
5,0,294.1518,43.77082,307.18207,60.05127
2,0,315.01526,176.28436,328.75696,191.0426
4,0,117.5672,397.18384,131.931,411.92676
8,0,535.82166,395.56384,548.38,409.87665
30,0,422.51758,87.065765,435.42957,101.92816
3,0,370.19754,224.63377,384.39157,239.09639
7,0,144.46786,269.9865,160.26999,288.36737
12,0,169.23059,190.92607,183.39923,204.7216
18,0,447.26035,300.48615,460.8469,314.77106
11,0,527.864,455.18848,543.8401,471.51306
1,0,557.01025,285.3476,569.3606,300.5905
22,0,192.24106,36.635674,206.38797,51.922585
23,0,115.711685,42.456696,128.77873,58.020096
10,0,626.65515,361.92993,639.84314,375.06873
17,0,46.39116,380.1264,60.355255,394.64655
13,0,173.34761,96.753235,189.4322,113.02402
14,0,196.10095,138.07913,210.02893,154.22736
19,0,454.29236,55.92605,467.81592,68.801056
20,0,548.7612,186.80823,564.2141,205.47266
21,0,485.536,22.74416,501.06604,37.84275
25,0,521.98083,201.09763,535.5167,214.94113
24,0,3.8370094,93.15877,18.351906,111.40791
27,0,464.13608,454.20325,480.1382,471.01794
16,0,77.66521,84.29505,92.99992,99.876045
6,0,349.55908,95.039444,363.9281,111.61879
15,0,460.47623,406.03735,473.72635,421.88226
29,0,424.8861,56.11155,439.50726,70.63956
47,0,524.93726,335.44635,539.12036,348.62396
26,0,368.70398,49.751175,381.9745,65.82512
28,0,405.36713,260.99756,421.3736,279.18823
32,0,148.40997,397.51343,163.80176,415.299
57,0,264.65942,360.26508,279.86975,375.3067
33,0,536.61847,97.70888,556.0926,118.19154
58,0,253.60071,364.22784,267.2002,379.46417
34,0,540.5193,349.72382,554.3447,365.4223
38,0,429.95895,450.2586,446.4147,467.653
37,0,19.825779,466.79465,33.599724,479.94925
42,0,304.7412,408.22247,321.32776,423.7116
36,0,190.3772,157.30038,203.2392,171.92377
35,0,8.823778,89.218,22.304773,106.330505
9,0,261.1642,361.3693,275.6957,377.15
46,0,553.4757,284.53412,569.4828,301.8581
40,0,376.89642,90.79855,391.6068,108.81506
39,0,366.30286,409.4485,384.18555,425.51685
43,0,46.279526,379.69556,62.774628,397.84705
56,0,127.6678,306.31433,142.82655,323.10077
41,0,1.0240197,93.98305,16.665213,112.07361
59,0,469.40723,346.72784,485.06317,363.28925
45,0,113.74362,397.15802,130.35109,415.08966
44,0,356.2299,42.617126,370.81375,56.615738
60,0,252.50793,363.35568,269.53503,381.459
48,0,317.97913,334.22272,339.7566,354.5418
53,0,620.916,407.0625,637.3899,424.25696
50,0,117.135956,396.30493,133.67332,414.87457
51,0,192.16745,137.2403,210.59128,166.66159
49,0,290.51538,42.19866,307.56586,61.763535
52,0,446.03613,299.3922,462.35254,317.8385
0,0,12.257176,340.57556,27.058094,357.71326
5,0,293.56995,44.979485,306.64075,59.754677
23,0,116.32211,43.705162,128.81721,58.33802
