tracker_id,class_id,x_min,y_min,x_max,y_max
0,0,87.03978,164.93668,100.12697,179.73117
1,0,259.0651,2.4323807,270.84317,16.409334
2,0,541.9979,440.53955,559.04114,455.7179
3,0,227.56314,34.000694,241.16562,48.559044
4,0,548.54236,243.14404,560.22424,255.88922
5,0,510.32,30.329565,525.1656,45.01693
6,0,629.0823,46.363228,640.0,58.93467
7,0,352.8745,358.74493,367.70435,374.23346
8,0,358.24207,257.99463,373.7257,273.51172
9,0,455.68628,12.554476,471.16278,28.945715
10,0,68.52629,465.7008,83.71242,480.0
11,0,163.9606,29.742111,178.28891,47.496323
12,0,260.98544,327.06848,276.13156,342.36914
13,0,602.68933,288.00458,618.00745,302.94232
14,0,587.85,20.96701,603.4514,34.98719
15,0,90.69112,63.58718,107.08618,81.11695
16,0,616.88385,294.45825,631.7469,310.00293
17,0,501.0462,424.58395,514.13165,442.30856
18,0,148.63132,47.39176,163.59445,64.92831
19,0,456.4259,92.42187,473.47766,108.644936
20,0,560.0504,208.45798,573.9525,221.99777
21,0,574.8828,33.37262,589.194,48.16298
22,0,257.0535,325.54797,276.8057,343.28333
23,0,490.69315,470.22528,504.64957,480.0
24,0,450.87924,13.090402,470.5275,30.310707
25,0,501.69028,420.81488,524.67126,442.90082
26,0,585.73376,21.169357,604.25574,37.690445
27,0,582.50134,21.805138,594.06824,40.87154
28,0,85.657715,163.66028,101.31387,181.64801
0,0,87.21919,165.3504,100.32506,180.08905
4,0,549.3531,242.91788,561.9084,255.74246
1,0,260.46323,6.8733335,273.55984,20.741219
2,0,541.8699,440.5406,558.9143,455.38763
5,0,511.87823,30.13736,525.5489,44.269257
10,0,70.21573,465.54132,84.62268,478.65308
7,0,354.5512,358.2943,367.79962,373.29114
6,0,629.0082,45.120438,640.0,58.580475
13,0,601.322,286.78168,617.48047,302.216
16,0,616.1576,293.02484,633.14124,310.47833
8,0,357.82208,257.66467,373.42267,273.70007
9,0,455.83118,11.650694,471.29114,28.893034
11,0,164.52463,33.52855,177.23856,48.48404
17,0,500.97223,426.17926,514.28827,443.10236
20,0,560.5854,207.53552,575.5063,221.15848
12,0,261.114,325.0313,277.9947,342.63727
14,0,588.4386,20.360355,604.6256,34.00705
24,0,450.99548,12.394536,470.5169,30.183971
28,0,82.430084,164.38065,99.65982,181.86847
21,0,575.65173,32.95398,589.8988,47.146484
23,0,490.76947,469.9792,506.21088,480.0
25,0,501.35242,420.75427,524.661,443.5935
0,0,86.52659,164.49826,100.03135,180.02145
4,0,549.1012,242.80585,562.0488,256.1006
1,0,260.4444,6.0478096,273.53912,20.76271
2,0,541.6808,440.48877,559.3131,455.6001
29,0,492.28815,110.96966,507.25635,127.103584
10,0,69.81246,465.68518,85.113365,479.24463
6,0,629.3489,45.385574,640.0,58.43679
7,0,353.93063,357.98627,368.18326,373.5163
30,0,157.47888,41.91314,168.98376,55.300636
5,0,510.77518,30.151056,526.59717,45.398537
16,0,617.02893,293.86523,632.9005,309.6775
13,0,600.6551,285.9724,618.36835,302.79883
31,0,180.68106,49.738724,191.73029,60.50856
32,0,158.53534,41.512466,172.21545,54.17935
9,0,455.34354,11.513927,471.37277,29.274448
20,0,561.14185,208.00667,574.5476,220.89565
17,0,500.9214,425.90506,513.6943,443.5751
11,0,164.52098,33.52993,177.55006,48.59639
14,0,588.2694,20.187084,605.39246,34.900158
33,0,100.62898,183.39543,116.33778,201.08733
34,0,257.98718,3.9400997,274.76257,22.284697
15,0,91.215164,61.390903,109.054,80.32709
12,0,261.26117,325.33524,277.9782,342.55716
8,0,357.78873,257.122,373.9833,273.82684
21,0,574.9114,32.591995,589.5708,47.028
28,0,82.42142,162.67334,100.525116,181.79724
35,0,154.6233,41.621574,168.09819,56.62484
24,0,451.14465,12.539227,470.36072,30.201515
36,0,546.33203,242.05792,562.9348,257.44006
37,0,159.34958,36.493576,175.06168,54.867973
25,0,501.22327,420.9662,524.34436,444.15222
23,0,490.63184,469.75708,507.31592,480.0
27,0,581.8469,20.905247,594.37256,42.385292
26,0,585.7864,19.923466,605.9282,38.908817
0,0,87.05539,164.91553,100.51492,180.21399
1,0,260.51337,7.0901303,272.43988,20.706322
4,0,549.2816,242.79529,561.74084,255.78546
10,0,69.73372,465.28033,84.480484,478.55676
2,0,543.6063,441.11487,558.7406,455.45593
8,0,358.7384,258.0463,373.10486,273.51016
31,0,179.79543,50.879417,190.93034,63.33709
6,0,629.39026,45.719017,640.0,58.715034
30,0,158.06769,41.72116,171.05621,56.155846
5,0,511.2503,29.906418,526.54987,45.226845
7,0,354.5966,358.45547,368.41226,373.6694
16,0,616.64294,294.1519,633.1229,310.16586
9,0,455.4737,10.619234,471.24738,27.991472
13,0,600.67395,286.77917,617.6583,303.02002
32,0,158.70523,40.15409,174.79135,56.073532
17,0,501.00684,425.53015,513.7332,443.31104
33,0,100.96798,183.53647,114.4912,201.06342
14,0,588.24817,20.624775,604.9675,35.123558
34,0,258.33496,5.279684,274.53516,22.090054
15,0,90.40546,61.248016,109.17911,80.273346
12,0,261.24756,325.4317,278.635,342.94196
20,0,561.06586,207.42694,575.3945,221.30908
37,0,160.55136,34.748596,177.19974,53.693474
29,0,490.94446,111.54207,509.13416,128.57921
21,0,575.5603,33.006805,589.553,47.50334
25,0,501.80957,420.43793,524.94934,443.6397
11,0,163.62416,33.4662,181.08647,51.04541
27,0,583.3103,23.278229,592.9955,41.83142
23,0,489.44366,470.07245,503.5111,480.0
24,0,450.05908,10.610858,467.59937,29.24776
26,0,585.6166,20.544651,605.3766,39.801716
28,0,82.353485,163.46448,100.58011,181.63971
0,0,86.70265,165.06616,100.11772,179.7692
1,0,260.10468,7.4330077,272.0171,21.27807
