tracker_id,class_id,x_min,y_min,x_max,y_max
0,0,519.2461,316.68042,537.15674,336.12866
1,0,313.10538,469.86133,327.79288,480.0
2,0,43.731377,6.7205334,61.811714,23.78251
3,0,125.15973,108.75633,139.55905,126.83095
4,0,512.84644,49.983162,528.02563,67.02815
5,0,227.04941,466.55215,240.23386,480.0
6,0,228.12074,452.9514,247.43718,472.0961
7,0,483.53387,73.48524,499.17804,91.47256
8,0,604.7499,0.0,622.44006,16.699488
9,0,43.453705,173.0716,62.676605,192.40234
10,0,500.70697,126.164314,520.9733,148.36493
11,0,226.6889,453.71466,246.58698,479.63855
12,0,155.7863,37.061188,175.01552,56.784798
13,0,610.5707,63.74849,629.63245,82.10411
14,0,109.69594,71.21741,128.30406,90.04118
15,0,481.52777,71.399536,500.63892,92.64728
16,0,122.43625,106.87454,140.85617,128.23433
17,0,226.69803,462.65808,244.772,479.6667
18,0,488.01974,60.7576,506.4108,79.47696
0,0,519.3201,317.09744,537.1247,336.58566
9,0,41.887688,172.40207,61.314957,191.75226
2,0,43.643562,6.6315365,61.873833,23.86528
1,0,313.1764,471.04395,328.15015,480.0
4,0,512.7574,49.809044,528.0313,66.87678
3,0,125.07892,108.67952,139.83398,126.79587
7,0,483.419,73.430954,499.31042,91.56679
6,0,228.9597,452.0163,250.78706,475.08453
5,0,227.4939,467.19266,241.8761,480.0
10,0,500.72815,126.203094,521.0727,148.46326
12,0,155.96072,37.30002,174.7091,56.714767
13,0,610.68384,64.039566,629.6648,82.42241
8,0,604.1843,0.65436554,623.06396,22.657051
14,0,109.674484,71.16346,128.38188,90.11347
11,0,224.91815,452.57263,247.97626,480.0
16,0,122.417145,106.72591,140.99554,128.14738
18,0,487.76385,60.6699,506.6861,79.71751
4,0,512.3972,49.03498,526.98645,66.298996
2,0,42.975273,5.860033,62.585808,24.38623
16,0,123.01336,107.78613,140.42767,127.33508
7,0,483.3217,73.45294,498.83066,91.554504
10,0,500.79913,125.97385,520.8878,147.98413
13,0,611.031,64.47095,629.3225,82.33978
