tracker_id,class_id,x_min,y_min,x_max,y_max
0,0,29.960045,205.84038,50.888542,230.64595
1,0,509.38315,234.07085,528.9701,255.41805
2,0,219.5495,255.34827,238.05786,275.1244
3,0,557.3497,401.25726,578.54,422.27985
4,0,606.2201,267.1319,624.74963,287.30518
5,0,187.74055,437.3531,207.71538,458.4665
6,0,222.49857,43.65397,237.29208,60.898094
7,0,210.09396,15.377655,228.14847,36.806427
8,0,155.5994,242.11014,176.24973,263.9138
9,0,46.46496,0.0,65.096825,15.904314
10,0,127.20323,408.41974,144.43913,427.38336
11,0,65.950264,75.49433,86.15713,95.785774
12,0,412.68082,197.9881,432.19772,219.54132
13,0,130.42065,409.16547,146.5163,427.24554
14,0,279.52625,74.964584,302.64758,98.66966
15,0,262.51422,192.38028,282.30804,212.4114
16,0,409.12094,90.81948,427.91098,111.00323
17,0,632.9608,0.4329872,640.0,16.564236
18,0,32.016388,202.26765,57.36869,229.44273
19,0,255.43588,309.03033,280.30893,335.2458
20,0,406.3612,376.0592,420.1289,394.289
21,0,219.69806,365.52985,243.69757,390.5738
22,0,140.66162,218.0843,159.58255,238.62141
23,0,632.1956,197.83636,640.0,218.30157
24,0,590.7963,64.242165,616.25604,88.92089
25,0,409.9762,377.22327,422.91174,395.8628
26,0,524.7875,24.32352,541.4125,41.958584
27,0,559.1279,400.92444,584.39685,422.93268
28,0,184.03903,76.09625,205.9338,97.74686
29,0,260.45114,192.29784,284.69376,222.89616
30,0,593.2586,222.6286,615.9084,245.14429
31,0,632.5333,173.91095,640.0,191.87549
32,0,127.27523,411.23077,142.69858,430.02423
33,0,412.97754,87.094864,432.51233,109.336624
34,0,580.82715,335.0307,600.376,352.6391
35,0,260.05682,209.79596,285.2458,237.94617
36,0,38.10209,201.13101,59.759422,226.75534
37,0,132.74738,411.52972,146.67645,429.95563
38,0,325.0454,103.988914,345.63403,126.74154
39,0,422.79327,83.94002,441.64838,104.806046
40,0,409.9438,351.55087,425.11035,368.00314
0,0,31.151852,208.25655,51.203266,230.79622
37,0,135.24324,410.34802,156.05989,432.51184
27,0,567.50037,407.5238,588.94104,429.46014
19,0,262.3212,313.33624,283.9056,337.60138
5,0,191.71243,440.73138,218.41537,464.6148
12,0,415.30096,199.43332,434.6781,222.74478
14,0,281.10608,76.40112,303.00775,99.18744
22,0,141.30362,220.60669,160.92471,241.39471
38,0,325.60315,103.68442,347.42322,125.6544
8,0,164.61777,238.00604,185.64456,260.3587
30,0,593.276,224.8038,618.42737,248.99655
23,0,632.65906,201.43683,640.0,220.4671
0,0,30.904594,207.39496,52.347015,231.03491
41,0,59.658443,8.67281,75.83807,25.317516
27,0,567.32336,407.80084,589.192,429.67938
42,0,621.21814,154.94781,639.7655,176.12314
43,0,84.92609,59.288635,104.40799,78.88164
44,0,526.2082,242.22952,549.9847,269.01425
45,0,64.20993,162.14029,90.43007,186.96136
37,0,135.41512,410.40625,153.75453,431.1084
46,0,418.00378,382.35974,432.8286,401.12476
47,0,314.72577,452.2949,334.10773,472.68002
48,0,228.80585,25.870438,248.79663,49.12786
19,0,262.0888,312.938,284.0197,337.60193
14,0,281.5932,76.52268,302.3742,98.643135
8,0,164.87337,238.39896,185.31487,259.86725
49,0,242.6091,52.986107,259.34506,72.17518
50,0,383.0285,0.0,400.32697,14.773344
51,0,422.38046,363.5733,439.14127,381.8819
22,0,142.13728,222.6134,160.74162,243.04852
52,0,236.01999,264.22467,256.1534,285.50885
5,0,190.92615,440.15118,211.90765,462.52545
12,0,414.7528,199.19284,435.7058,223.28
30,0,593.11145,224.6264,619.0,249.0387
53,0,421.07678,367.6897,437.70105,385.45972
54,0,416.11664,201.58765,441.94952,228.83582
55,0,62.68563,213.18475,80.962105,232.99115
56,0,276.85577,203.56198,296.4461,224.90878
38,0,325.7976,103.607346,347.9978,126.47424
57,0,0.0,395.3189,9.865503,416.92865
58,0,465.21094,372.0086,487.4823,395.87988
59,0,80.72493,57.823154,100.7849,79.26651
60,0,419.4339,204.87994,444.13196,232.00687
61,0,481.97986,131.14331,505.675,154.85162
62,0,225.06216,26.747742,246.24637,51.695854
63,0,284.81268,79.1234,302.65167,103.2451
64,0,463.15338,231.04718,483.12372,256.27972
23,0,632.8432,201.72267,640.0,220.48021
65,0,267.34387,313.83228,286.9546,339.05078
66,0,191.91682,0.03407669,209.14626,11.26314
67,0,55.72819,8.26155,76.037094,29.762619
