tracker_id,class_id,x_min,y_min,x_max,y_max
0,0,527.30396,253.41281,547.6387,275.30844
1,0,449.46588,62.705917,466.94305,81.62378
2,0,302.6704,130.50903,323.50037,150.74707
3,0,266.24442,317.66684,287.22073,339.30905
4,0,407.083,150.40445,425.69324,167.24802
5,0,600.56177,231.55225,619.374,252.55292
6,0,422.36548,301.64557,441.44202,321.42328
7,0,190.79889,0.0,210.66003,10.755232
8,0,87.75984,0.0,112.50142,17.442406
9,0,427.56244,13.893345,445.9179,30.790108
10,0,411.9585,272.122,432.05408,291.72076
11,0,190.02882,0.0,211.39302,14.833952
5,0,603.19666,231.966,619.63367,251.919
0,0,527.3331,253.50034,547.61,275.45895
1,0,449.8523,62.63428,467.0354,81.528015
6,0,423.63266,300.79022,443.7537,320.10504
3,0,266.03168,317.5656,287.30707,339.26825
2,0,302.33887,130.83365,323.3982,151.30624
4,0,407.1216,150.06198,425.97708,167.59027
7,0,190.80786,0.0,210.6936,10.77711
8,0,87.59369,0.0,112.513214,17.523928
9,0,427.68658,13.887205,445.57318,30.729963
11,0,190.01773,0.0,211.43478,14.867923
10,0,412.19418,271.84735,431.77463,291.28552
0,0,526.6432,253.42346,547.11365,274.82294
1,0,449.65875,62.66815,466.88422,81.57381
3,0,266.0481,317.49762,287.1306,339.08344
2,0,302.28366,130.85275,323.68637,151.16843
4,0,407.53088,150.1838,425.28796,166.91104
7,0,190.83963,0.0,210.6553,10.742839
8,0,87.82201,0.0,112.44293,17.358753
5,0,596.53613,235.79965,619.39185,256.48468
11,0,190.05293,0.0,211.40022,14.827625
12,0,84.64264,0.052409172,104.55322,13.857916
1,0,449.8012,62.762043,467.0075,81.72093
0,0,526.6609,253.4343,547.14795,275.1606
4,0,407.40997,149.47815,425.78168,167.3291
2,0,302.12762,130.6643,324.00775,151.56024
3,0,265.78445,317.48013,287.3159,339.36063
5,0,597.4741,236.54582,618.7073,255.95421
7,0,190.91925,0.0,210.98209,11.27445
11,0,190.16599,0.0,211.83853,15.904537
8,0,87.76612,0.0,112.707756,17.950764
12,0,84.57259,0.04647541,105.841194,14.327231
13,0,527.1338,249.20761,551.05054,276.26346
1,0,449.92865,62.78781,467.10486,81.49202
0,0,526.88293,253.22588,547.25696,274.77496
2,0,301.8118,130.45056,324.15005,151.28342
4,0,406.83344,149.65204,426.917,167.82336
3,0,265.79572,317.46185,287.59448,339.44647
11,0,189.94366,0.0,211.81451,15.280045
7,0,190.64471,0.0,210.86069,11.3540535
5,0,597.46826,236.47311,618.13086,255.80615
8,0,87.858154,0.0,113.01886,17.50388
9,0,427.31244,12.645303,447.04462,29.69857
13,0,527.39355,249.41795,550.6228,275.86072
14,0,448.51556,62.919937,468.31543,86.53812
12,0,85.06706,0.03991604,108.073685,14.614441
1,0,449.86752,62.775024,467.06516,81.23436
0,0,526.76495,253.62543,546.6783,274.30573
3,0,265.91815,317.49042,287.4204,339.32953
2,0,302.23364,130.67946,323.7942,151.31264
4,0,407.20575,149.41324,426.2484,167.44058
7,0,190.69403,0.0,210.82697,11.291298
11,0,189.97104,0.0,211.76898,15.280594
5,0,597.0936,236.0075,618.4083,255.41486
8,0,85.32039,0.0,113.12163,17.735643
9,0,427.86047,12.837372,446.63867,29.129723
12,0,84.18656,0.04224968,107.81841,14.581836
14,0,448.22308,62.898582,468.8067,86.634865
1,0,450.52002,63.057198,466.94287,80.97678
2,0,302.19147,130.75482,323.68573,151.07507
3,0,265.9927,317.47656,287.4164,339.2154
4,0,406.3437,149.66425,426.68036,167.82724
0,0,526.63574,253.39827,546.27295,274.164
7,0,190.71774,0.0,210.76816,11.484703
11,0,189.97,0.0,211.57889,15.25016
8,0,85.18107,0.0,112.7082,17.59536
5,0,596.9378,235.70142,618.9611,255.30371
12,0,84.24269,0.04114628,107.39383,14.687932
9,0,427.81808,12.827931,446.50656,28.84196
1,0,450.5929,63.2009,466.92297,80.89139
3,0,266.30927,317.5351,287.37823,339.39978
2,0,302.10315,130.63342,323.73633,150.901
4,0,407.12177,149.71109,425.9715,167.41501
7,0,190.75195,0.0,210.65399,11.332869
11,0,189.98224,0.0,211.48907,15.12212
0,0,526.572,253.7052,546.00586,274.61328
8,0,85.5986,0.0,112.67081,17.396193
5,0,596.6184,235.75186,618.6051,255.17313
12,0,84.50117,0.04087639,107.248024,14.488151
9,0,427.6947,12.947105,446.5069,28.766262
14,0,448.8249,63.11399,468.44415,86.52665
1,0,450.36536,63.0011,466.94092,81.00711
2,0,302.07303,130.49606,323.70438,150.71909
3,0,266.5951,317.35336,287.73425,339.0811
4,0,406.67236,150.206,426.73267,167.74652
7,0,190.7498,0.0,210.64513,11.462579
15,0,448.88028,278.6867,469.98502,304.17767
11,0,189.98413,0.0,211.7055,15.574556
8,0,86.250534,0.0,112.672745,17.216139
0,0,526.5542,253.08548,546.2373,273.92245
5,0,596.2936,235.59769,618.1239,254.96689
12,0,84.79274,0.042601585,106.30766,14.279046
1,0,450.35382,63.018364,466.90912,80.870995
2,0,302.0271,130.61351,323.44855,150.43614
16,0,453.09222,278.2661,470.68774,296.27484
3,0,266.5817,317.2603,287.63107,338.74567
15,0,451.44565,278.09955,471.12943,301.2273
0,0,526.4735,253.08472,546.7721,273.9107
7,0,190.784,0.0,210.69952,11.378535
4,0,407.0562,149.96002,426.3266,167.4325
5,0,596.1372,235.81615,617.7388,254.98473
11,0,190.00797,0.0,211.75735,15.509685
8,0,86.41885,0.0,112.70233,17.224384
12,0,84.8286,0.043063164,106.27217,14.228137
1,0,450.05414,63.05661,466.86755,81.27295
2,0,302.02173,130.8547,323.24512,150.69159
3,0,266.70593,317.35013,287.4613,338.84988
16,0,453.9044,277.6352,470.84305,293.49072
5,0,597.03235,236.64088,616.75977,254.63164
4,0,406.84442,149.80334,426.1364,167.42072
7,0,190.72562,0.0,210.73495,11.321983
0,0,526.6283,253.36465,546.76184,274.43088
15,0,452.22852,277.27808,472.0125,299.87463
11,0,189.9378,0.0,211.7937,15.456948
8,0,85.7628,0.0,112.35585,17.407589
12,0,84.51317,0.04836464,105.33165,14.187258
9,0,427.2135,13.234924,446.7782,29.271423
14,0,448.33972,63.066128,468.2284,86.41492
1,0,450.2795,63.168667,466.8442,81.22507
2,0,302.02673,130.75711,323.2611,150.715
3,0,266.4692,317.29883,287.3444,338.6834
15,0,454.015,277.75443,472.25696,295.2222
5,0,597.09534,236.70786,616.8041,254.06406
0,0,526.8882,253.95287,546.1222,274.63745
4,0,406.96387,149.80695,425.97968,167.39334
7,0,190.79282,0.0,210.6633,11.211818
11,0,189.95451,0.0,211.59569,15.207868
8,0,85.91741,0.0,112.42184,17.441837
12,0,84.62403,0.044210434,105.69999,14.26079
9,0,427.2896,13.283252,446.7508,29.196407
14,0,448.51614,63.148777,467.92056,86.28238
1,0,450.16232,63.311485,466.8254,81.02659
16,0,457.15253,276.7353,472.90387,291.94452
2,0,302.1057,130.78348,323.14014,150.63174
3,0,266.47577,317.4231,287.2437,339.12708
15,0,455.2124,276.39084,474.44543,294.73654
5,0,596.9186,236.6767,616.8541,254.27966
0,0,526.68134,253.5432,546.8632,274.86182
7,0,190.65448,0.0,210.84033,11.425833
11,0,189.8244,0.0,211.7312,15.143195
4,0,407.1786,150.72333,426.49457,167.9591
8,0,85.81134,0.0,112.45868,17.511154
12,0,84.57547,0.04270649,105.7005,14.284421
9,0,427.54004,13.375869,446.1256,28.820755
1,0,450.68622,63.81389,466.81183,80.912155
2,0,302.43182,130.89392,323.08344,150.4851
3,0,266.34195,317.34778,287.3206,338.86987
15,0,458.71497,275.58264,476.11884,292.8695
16,0,456.11517,273.69598,479.1352,295.16235
5,0,597.08167,236.77625,616.6073,254.06769
0,0,526.79553,254.01614,546.4591,274.90195
4,0,407.22516,149.82634,426.51935,167.4568
7,0,190.69113,0.0,210.80557,11.333418
11,0,189.87299,0.0,211.70233,15.079751
8,0,85.97431,0.0,112.48519,17.414248
12,0,84.67617,0.041480064,106.18725,14.331567
1,0,451.17572,64.00891,466.75397,80.67999
2,0,302.38196,130.96942,323.1458,150.66351
3,0,266.59448,317.43164,287.13147,338.75873
0,0,526.8104,254.21216,546.54333,275.21185
5,0,596.96576,236.87569,616.75214,254.75163
16,0,461.3591,273.39325,481.72818,294.35455
7,0,190.95401,0.0,210.65652,11.097365
4,0,406.5066,149.88734,427.5664,168.01787
11,0,190.0675,0.0,211.77472,15.793623
8,0,85.80226,0.0,112.445694,17.39803
